url,sha256,fetched_at,county,year,doc_type,local_path,http_status,content_type,bytes,note
https://www.co.hunterdon.nj.us/DocumentCenter/View/20403/UnOfficial-School-Board-Candidates-2026-PDF,62c5e22a76977e7e95e55fdb6eca9c471d219c22eaece0d721f561fce1b8df49,2026-09-19T12:05:55+00:00,hunterdon,2026,candidate_list,cache/hunterdon/2026/school-board-candidates.pdf,200,application/pdf,201736,
https://www.essexclerk.com/_Content/pdf/Essex-2026-Sample-Ballots.pdf,3f634fd6574f4241787f8b4196780b05f21ffdfe3cedf4a50223deb0db629bb3,2026-09-19T12:06:00+00:00,essex,2026,sample_ballot,cache/essex/2026/sample-ballots.pdf,200,application/pdf,1228658,
https://www.co.hunterdon.nj.us/DocumentCenter/View/20403/UnOfficial-School-Board-Candidates-2026-PDF,62c5e22a76977e7e95e55fdb6eca9c471d219c22eaece0d721f561fce1b8df49,2026-09-19T12:24:47+00:00,hunterdon,2026,candidate_list,cache/hunterdon/2026/school-board-candidates.pdf,,,201736,"held, not re-fetched"
https://www.atlanticcountyclerk.org/wp-content/uploads/2026/08/Official-2026-School-Board-Candidates-List-8-13-26.pdf,6be3fc4bba3a5b247d22b1acd679710156a85f909567049f9bfb66a357800cd2,2026-09-21T10:15:49+00:00,atlantic,2026,candidate_list,cache/atlantic/2026/school-board-candidates.pdf,200,application/pdf,140358,
https://www.atlanticcountyclerk.org/wp-content/uploads/2026/08/Candidates-List-2026-General-8-12-26-1.pdf,1be102893c8f2144b7f444876967fdd7cc2ecb131967619523562b55660574f7,2026-09-21T10:15:51+00:00,atlantic,2026,candidate_list,cache/atlantic/2026/general-candidates.pdf,200,application/pdf,152384,
https://www.co.burlington.nj.us/DocumentCenter/View/26096/Burlington-Samples-ALL-Gen26,c76aa90612f0d959fc2ff086ea38e704592e7f5cc36993aa5fd9e8c9a1525f82,2026-09-21T10:15:59+00:00,burlington,2026,sample_ballot,cache/burlington/2026/sample-ballots.pdf,200,application/pdf,8939873,
https://unioncountyvotes.com/wp-content/uploads/2026/08/School-Board-2026-Candidate-List-8-12-26_.pdf,90656d33ff48358ae2ab26d059684c5872a9d788b77f6f9b67cde1b3b6406835,2026-09-21T10:18:20+00:00,union,2026,candidate_list,cache/union/2026/school-board-candidates.pdf,200,application/pdf,251309,
https://unioncountyvotes.com/wp-content/uploads/2026/09/GENERAL-2026-CANDIDATE-LIST-9-3.pdf,4bfe4f18ca7d5459a36b367c447163c846d036433aa564759481a16a98f834fd,2026-09-21T10:18:21+00:00,union,2026,candidate_list,cache/union/2026/general-candidates.pdf,200,application/pdf,457723,
https://salemcountyclerk.org/wp-content/uploads/2026/08/Alloway-F01_Optimized.pdf,79b2da7aa148d46853a339cf681e46d012590fda7be5f1f456569492df38f81b,2026-09-21T10:22:23+00:00,salem,2026,sample_ballot,cache/salem/2026/alloway.pdf,200,application/pdf,220728,Alloway
https://salemcountyclerk.org/wp-content/uploads/2026/08/Carneys-Point-F02_Optimized.pdf,9415316a2dc08918858a21f755b49c07f15d0b4af3b705ae2990d306efc30f2b,2026-09-21T10:22:25+00:00,salem,2026,sample_ballot,cache/salem/2026/carneys-point.pdf,200,application/pdf,221752,Carneys-Point
