url,sha256,fetched_at,county,year,doc_type,local_path,http_status,content_type,bytes,note
https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,e5ca9e9cbd5f7d11d73d8c944335511bbe95ea5dabcc12b39a90d5d5eacc1cb1,2026-09-19T12:05:51+00:00,hunterdon,2024,candidate_list,cache/hunterdon/2024/school-board-candidates.pdf,200,application/pdf,225165,
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Allendale.pdf,29917c9d158c94d3189c5328763bb26dc423a4ed1a6e24471b9b7b200ee5d674,2026-09-19T12:06:37+00:00,bergen,2024,sample_ballot,cache/bergen/2024/allendale.pdf,200,application/pdf,507462,Allendale
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Alpine.pdf,cd0962abe48adfb1369a2fe403470c419277abd703ae49a9c955aa107a9fa15f,2026-09-19T12:06:38+00:00,bergen,2024,sample_ballot,cache/bergen/2024/alpine.pdf,200,application/pdf,504155,Alpine
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Bergenfield.pdf,a1bc6fbe51bec961cb62349226a747442a28841e016ff0e2658fc9d8b7978870,2026-09-19T12:06:40+00:00,bergen,2024,sample_ballot,cache/bergen/2024/bergenfield.pdf,200,application/pdf,504815,Bergenfield
https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,e5ca9e9cbd5f7d11d73d8c944335511bbe95ea5dabcc12b39a90d5d5eacc1cb1,2026-09-19T12:24:47+00:00,hunterdon,2024,candidate_list,cache/hunterdon/2024/school-board-candidates.pdf,,,225165,"held, not re-fetched"
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Bogota.pdf,d6c81979a03470344486d6890d8f3a350605a2d581e42c0bb65778d67ffb1288,2026-09-20T10:16:24+00:00,bergen,2024,sample_ballot,cache/bergen/2024/bogota.pdf,200,application/pdf,505374,Bogota
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Carlstadt.pdf,6a44ee231c6c2b561d354daf74e9cdd36dcf672957a8ef9263dfc9f41b9a9322,2026-09-20T10:16:26+00:00,bergen,2024,sample_ballot,cache/bergen/2024/carlstadt.pdf,200,application/pdf,824660,Carlstadt
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/CliffsidePark.pdf,13ffc77b17c6be07bf0144e53a6d843417fed3d052b65e11d60374db5d8ee4e3,2026-09-20T10:16:28+00:00,bergen,2024,sample_ballot,cache/bergen/2024/cliffside-park.pdf,200,application/pdf,376799,Cliffside-Park
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Closter.pdf,d8bc72336e7abefc3a9dc140e6cde1e102c1ab7fdc0527c3ce01144bb7795e60,2026-09-20T10:16:29+00:00,bergen,2024,sample_ballot,cache/bergen/2024/closter.pdf,200,application/pdf,521340,Closter
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Cresskill.pdf,f4e79ed642e24ae8e5006ab49b1682c7d93e482a7e50992d5c3506563066df5c,2026-09-20T10:16:31+00:00,bergen,2024,sample_ballot,cache/bergen/2024/cresskill.pdf,200,application/pdf,504640,Cresskill
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Demarest.pdf,8156ef987a12bba57f29975c951e9ed79bc1f9377b5b11c818f6618533927035,2026-09-20T10:16:33+00:00,bergen,2024,sample_ballot,cache/bergen/2024/demarest.pdf,200,application/pdf,504899,Demarest
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Dumont.pdf,ecfe2bb9c129019c1442f73f48dbccc0c0197530293511982432a48c07bf43a5,2026-09-20T10:16:34+00:00,bergen,2024,sample_ballot,cache/bergen/2024/dumont.pdf,200,application/pdf,504702,Dumont
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/EastRutherford.pdf,08ac293cb1070baab939988e8f06a81f351828ae81cb1e5652636053f6216a46,2026-09-20T10:16:36+00:00,bergen,2024,sample_ballot,cache/bergen/2024/east-rutherford.pdf,200,application/pdf,615880,East-Rutherford
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Edgewater.pdf,cd0e7d1a4c32829dc793f4125a7e26ee937229925875f1fe21373b83209bbd43,2026-09-20T10:16:37+00:00,bergen,2024,sample_ballot,cache/bergen/2024/edgewater.pdf,200,application/pdf,505079,Edgewater
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Elmwoodpark.pdf,954a47d016728f2d55924f62fac2f00b61f43cc7fc0d48a41bcc57ce484ea878,2026-09-20T10:16:39+00:00,bergen,2024,sample_ballot,cache/bergen/2024/elmwood-park.pdf,200,application/pdf,614049,Elmwood-Park
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Emerson.pdf,fc0466721a955dc08c2986e413cfbf1f69c920bea99e993268deeb09febc0349,2026-09-20T10:16:41+00:00,bergen,2024,sample_ballot,cache/bergen/2024/emerson.pdf,200,application/pdf,503970,Emerson
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Englewood.pdf,b594078dd007082bdf45bbad7e5d706a98dc1b374e3b89db039c2265b273e15d,2026-09-20T10:16:43+00:00,bergen,2024,sample_ballot,cache/bergen/2024/englewood.pdf,200,application/pdf,1510319,Englewood
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/EnglewoodCliffs.pdf,c6964f92354b6002c1840d339989ff5445456f2463302cbff00d6ae7fcd268ec,2026-09-20T10:16:45+00:00,bergen,2024,sample_ballot,cache/bergen/2024/englewood-cliffs.pdf,200,application/pdf,504792,Englewood-Cliffs
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/FairLawn.pdf,4febbbd4d4571cb859c64e4893dede5a338bdf695ae07aee4651cf5905c1a9b6,2026-09-20T10:16:47+00:00,bergen,2024,sample_ballot,cache/bergen/2024/fair-lawn.pdf,200,application/pdf,593613,Fair-Lawn
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Fairview.pdf,5f4c20a02bc32eb1c12dc75916babfcb2a7fd3346fecefd7e02a3d8b4341d704,2026-09-20T10:16:48+00:00,bergen,2024,sample_ballot,cache/bergen/2024/fairview.pdf,200,application/pdf,378201,Fairview
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/FortLee.pdf,80128f6981f5b5ceea85bb706bf39ae8674743370ffb4be5ea68123387739012,2026-09-20T10:16:49+00:00,bergen,2024,sample_ballot,cache/bergen/2024/fort-lee.pdf,200,application/pdf,505708,Fort-Lee
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/FranklinLakes.pdf,52eb810e8b223643a00e9a3661316ba33688bf4ce37a8549ab059eb8490d52c3,2026-09-20T10:16:51+00:00,bergen,2024,sample_ballot,cache/bergen/2024/franklin-lakes.pdf,200,application/pdf,506493,Franklin-Lakes
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Garfield.pdf,f4cadb8d4d76a9fbadaaeefbec01898cc204642745e06799469a20667f168b52,2026-09-20T10:16:53+00:00,bergen,2024,sample_ballot,cache/bergen/2024/garfield.pdf,200,application/pdf,509807,Garfield
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/GlenRock.pdf,d81eba4b196325e9c2cccf59385a49e75e1a1ba66821ddeea58a7dd5db59ed23,2026-09-20T10:16:54+00:00,bergen,2024,sample_ballot,cache/bergen/2024/glen-rock.pdf,200,application/pdf,506625,Glen-Rock
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Hackensack.pdf,98a8604ec0f88d5d6fecda5ee1d58a5e9d1759d18dc2f913aace550ffdf2156f,2026-09-20T10:16:56+00:00,bergen,2024,sample_ballot,cache/bergen/2024/hackensack.pdf,200,application/pdf,505076,Hackensack
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/HarringtonPark.pdf,18b653c65bd6a1d4ae342a869a248698bae9b3222876bfed74559b9208484139,2026-09-20T10:16:58+00:00,bergen,2024,sample_ballot,cache/bergen/2024/harrington-park.pdf,200,application/pdf,506629,Harrington-Park
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/HasbrouckHeights.pdf,7b4a06adc0d80f2d7c1aa810ac6fb6f0a8db46583bcfac133c641a2aae6c6e15,2026-09-20T10:16:59+00:00,bergen,2024,sample_ballot,cache/bergen/2024/hasbrouck-heights.pdf,200,application/pdf,507681,Hasbrouck-Heights
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Haworth.pdf,10c79d95c52f0a03d466f8cf4e57359f9e81184b5808dd9e237e943f39b53c3d,2026-09-20T10:17:01+00:00,bergen,2024,sample_ballot,cache/bergen/2024/haworth.pdf,200,application/pdf,504361,Haworth
https://www.bergencountyclerk.gov/_Content/pdf/voting/sample-ballots/2024-general/Hillsdale.pdf,93ba5efcea30be55cf814a42804c756c924a92db96c9d3a17c56d5325e8b4830,2026-09-20T10:17:02+00:00,bergen,2024,sample_ballot,cache/bergen/2024/hillsdale.pdf,200,application/pdf,505598,Hillsdale
