url,sha256,fetched_at,county,year,doc_type,local_path,http_status,content_type,bytes,note
https://web.archive.org/web/20230923004419id_/https://www.morriscountyclerk.org/files/sharedassets/clerk/v/4/elections/past-results/2021-general-school-candidates.pdf,567e4884a751c93aebba2852a933ec5af6899f94c436e3e9c58d163d87e61992,2026-09-21T12:00:36+00:00,morris,2021,candidate_list,cache/morris/2021/school-board-candidates.pdf,200,application/pdf,137615,via web.archive.org; original: https://www.morriscountyclerk.org/files/sharedassets/clerk/v/4/elections/past-results/2021-general-school-candidates.pdf
